RowNumber,CreditScore,1Ger2Fr3Sp,Male1_Female0,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,1Dia2Gold3Silver,Points Earned
7510,545,1,1,37,9,95829.13,2,0,1,104936.88,0,0,5,3,406
7511,798,2,1,36,1,0,2,1,1,159044.1,0,0,4,3,604
7512,757,2,1,38,0,0,1,1,0,83263.06,0,0,1,2,537
7513,641,2,1,50,6,153590.73,2,1,1,130910.78,0,0,4,4,656
7514,718,2,1,29,2,0,1,1,0,126336.72,0,0,1,3,422
7515,699,2,1,64,9,113109.52,1,1,0,27980.8,1,1,2,4,787
7516,623,2,0,35,0,130557.24,1,1,1,47880.71,0,0,5,1,936
7517,644,2,1,40,8,93183.19,1,1,0,73882.49,0,0,3,3,617
7518,586,2,1,58,7,151933.63,1,1,0,162960.05,1,1,4,4,894
7519,500,1,1,30,2,125495.64,2,1,1,68807.47,0,0,3,4,276
7520,583,2,0,42,7,0,2,1,0,144039.05,0,0,4,2,443
7521,595,1,0,26,8,118547.72,1,1,1,151192.18,0,0,4,2,388
7522,670,3,1,43,1,97792.21,1,0,0,120225.62,0,0,4,4,701
7523,610,2,1,41,6,0,3,0,0,56118.81,1,1,2,2,813
7524,814,3,0,72,2,0,2,0,1,130853.03,0,0,1,4,836
7525,660,2,0,40,8,167181.01,1,1,1,185156.94,0,0,2,1,736
7526,580,1,1,35,9,121355.19,1,0,1,35671.45,0,0,2,4,235
7527,850,2,0,81,1,0,2,1,1,59568.24,0,0,3,3,886
7528,676,3,1,35,0,0,2,0,0,139911.58,0,0,3,4,543
7529,578,2,1,46,5,113226.47,1,1,0,56770.76,0,0,4,2,916
7530,579,2,0,33,1,118392.75,1,1,1,157564.75,0,0,1,1,793
7531,711,1,0,52,8,145262.54,1,0,1,131473.31,0,0,1,4,282
7532,692,2,1,40,6,163505.16,1,0,0,90424.09,0,0,4,1,675
7533,760,3,0,33,1,118114.28,2,0,1,156660.21,0,0,2,4,348
7534,630,1,0,51,0,108449.23,3,0,0,88372.69,1,1,2,3,295
7535,808,2,1,32,1,0,2,1,1,46200.71,0,0,4,3,870
7536,611,1,0,36,10,103294.56,1,1,0,160548.12,0,0,4,2,296
7537,697,2,0,42,1,0,1,1,0,1262.83,1,1,3,1,603
7538,655,2,0,38,6,0,1,1,1,188639.28,0,0,3,4,333
7539,601,3,1,28,6,0,2,1,0,14665.28,0,0,4,2,541
7540,755,2,1,42,2,119919.12,1,1,0,156868.21,0,0,1,2,765
7541,553,2,1,37,1,0,1,1,0,30461.55,0,0,5,1,623
7542,723,2,1,28,4,0,2,1,1,123885.88,0,0,5,4,467
7543,507,3,0,34,4,0,2,1,1,60688.38,0,0,3,1,392
7544,777,2,1,43,1,0,2,1,0,21785.91,0,0,2,3,984
7545,566,2,1,34,3,0,1,0,0,188135.69,0,0,4,3,999
7546,732,2,1,26,7,0,2,1,0,154364.66,0,0,3,1,994
7547,697,2,0,42,10,0,2,1,0,61312.15,0,0,5,3,867
7548,555,2,1,29,4,128744.04,1,1,1,47454.93,0,0,3,3,899
7549,584,1,0,62,9,137727.34,2,0,1,121102.9,0,0,5,1,581
7550,705,1,0,44,10,106731.58,1,1,0,137419.87,1,1,4,2,531
7551,688,2,0,38,7,123544.21,1,1,1,157664.02,0,0,4,2,868
7552,626,2,0,37,2,133968.96,2,1,0,148689.65,0,0,2,1,321
7553,636,3,1,76,9,126534.6,1,1,1,39789.62,0,0,4,1,847
7554,719,3,0,35,8,0,1,1,1,165162.4,0,0,5,1,569
7555,706,3,1,30,6,87609.68,2,0,0,137674.55,1,1,4,4,643
7556,731,3,1,41,3,0,2,1,0,101371.72,0,0,4,2,292
7557,738,3,1,49,3,0,3,1,1,65066.48,1,1,2,2,460
7558,426,2,1,34,9,0,2,1,0,107876.91,0,0,2,2,767
7559,622,3,0,36,0,108960,2,1,0,111180.3,1,1,1,2,532
7560,701,3,0,30,2,0,2,1,0,115650.63,0,0,1,1,528
7561,512,2,1,51,6,144953.31,1,1,1,165035.17,0,0,2,2,339
7562,635,2,1,41,4,103544.88,2,1,0,193746.55,0,0,2,3,439
7563,685,2,1,33,6,0,1,1,0,58458.26,0,0,4,1,993
7564,609,2,1,53,7,0,2,0,1,52332.85,0,0,5,4,295
7565,598,1,1,38,1,101487.18,1,1,1,75959.1,1,1,1,4,468
7566,708,2,1,52,10,105355.81,1,1,0,123.07,1,1,3,2,755
7567,574,3,1,36,4,77967.5,1,1,0,167066.95,1,1,1,1,929
7568,629,2,1,44,5,0,4,0,0,117572.59,1,1,2,2,296
7569,422,3,0,54,4,0,2,1,1,7166.71,0,0,5,2,733
7570,656,3,1,28,8,120047.77,1,1,1,137173.39,0,0,1,2,590
7571,697,2,1,32,7,175464.85,3,1,0,116442.42,1,1,1,2,594
7572,718,2,1,52,8,79475.3,3,1,1,32421.32,1,1,3,4,930
7573,586,1,1,37,8,167735.69,2,0,1,104665.79,0,0,4,1,738
7574,481,3,0,37,8,0,2,1,0,44215.86,0,0,5,1,266
7575,749,2,0,33,1,74385.98,1,1,0,20164.47,0,0,2,1,675
7576,561,1,1,49,5,94754,1,1,1,26691.31,0,0,5,1,760
7577,676,3,1,27,4,0,1,0,1,107955.67,0,0,1,2,490
7578,615,1,1,43,3,86920.86,1,1,1,150048.37,0,0,1,1,579
7579,582,2,0,39,1,132077.48,2,1,0,192255.15,0,0,3,3,348
7580,601,2,1,40,10,127847.86,1,0,0,173245.68,0,0,1,3,376
7581,708,2,1,34,3,0,1,0,1,121457.88,1,1,5,1,552
7582,708,1,1,42,9,176702.36,2,1,1,104804.74,0,0,1,4,942
7583,797,1,0,33,10,83555.58,1,0,0,69767.14,0,0,4,4,513
7584,682,2,1,26,8,0,2,1,0,178373.43,0,0,3,4,806
7585,694,3,0,39,9,0,2,0,0,99924.04,0,0,4,2,483
7586,490,2,0,40,1,0,1,1,1,49594.19,1,1,2,1,229
7587,828,3,1,42,10,0,1,1,1,186071.14,0,0,1,2,526
7588,594,3,0,38,7,96858.35,1,1,0,77511.45,0,0,1,1,797
7589,579,3,1,33,1,0,2,1,1,54816.57,0,0,3,4,528
7590,723,2,0,35,0,0,2,0,1,61290.99,0,0,1,3,996
7591,619,1,0,42,8,132796.04,3,1,1,191821.35,1,1,5,4,845
7592,794,3,0,30,1,154970.54,1,0,1,156768.45,0,0,4,2,441
7593,674,1,1,44,3,88902.21,1,1,0,73731.32,0,0,3,4,729
7594,418,2,1,28,7,98738.92,1,1,0,122190.22,0,0,3,3,465
7595,502,2,1,33,8,0,2,1,1,123509.01,0,0,4,1,717
7596,678,2,0,50,6,0,1,1,0,8199.5,0,0,4,3,803
7597,599,1,1,40,10,137456.28,2,1,1,14113.11,0,0,2,4,623
7598,736,2,1,29,4,0,2,0,0,51705.01,0,0,2,1,240
7599,430,2,0,60,7,73937.02,1,1,0,161937.62,1,1,4,2,578
7600,537,2,0,45,7,158621.04,1,1,0,120892.96,1,1,4,4,819
7601,683,3,1,30,1,113257.2,1,1,1,65035.02,0,0,2,3,263
7602,828,2,1,31,9,0,1,0,1,164257.37,0,0,3,3,421
7603,691,2,0,29,9,116536.43,1,1,0,51987.99,0,0,1,1,592
7604,608,3,0,28,4,0,2,1,0,10899.63,1,1,5,2,391
7605,691,2,0,60,6,101070.69,1,1,0,177355.8,1,1,5,4,253
7606,718,3,1,39,6,0,2,0,1,63889.1,0,0,1,4,583
7607,680,1,0,31,3,127331.46,3,1,1,176433.6,0,0,4,4,807
7608,838,3,0,41,5,0,2,1,0,81313.51,0,0,1,4,867
7609,695,3,0,31,5,0,2,0,1,13998.88,0,0,3,3,583
7610,681,2,1,46,0,105969.42,1,1,0,5771.56,0,0,4,3,386
7611,762,2,1,36,5,119547.46,1,1,1,42693.65,0,0,5,3,972
7612,751,3,1,38,7,0,2,0,0,90839.61,0,0,3,2,654
7613,678,3,1,28,5,138668.18,1,1,1,54144.01,0,0,1,2,408
7614,634,2,0,37,7,51582.5,2,1,1,184312.88,0,0,5,3,902
7615,749,2,1,37,7,0,2,1,0,20306.79,0,0,3,3,345
7616,590,3,1,37,6,169902.92,1,1,1,128256.18,0,0,3,3,987
7617,610,2,0,27,4,87262.4,2,1,0,182720.07,0,0,1,4,647
7618,502,2,1,33,7,0,2,0,1,4082.52,0,0,2,4,959
7619,578,2,0,40,7,0,2,0,0,102233.73,0,0,4,3,924
7620,547,2,0,32,2,0,2,1,0,132002.83,0,0,4,1,495
7621,579,2,0,27,9,0,2,1,0,126838.7,0,0,5,3,903
7622,661,2,1,39,5,0,2,0,0,181461.46,0,0,5,3,514
7623,794,2,1,46,6,0,2,1,0,195325.74,0,0,4,2,838
7624,719,2,1,61,5,0,2,0,1,29132.43,0,0,4,1,293
7625,728,2,0,69,1,0,2,1,1,131804.86,0,0,4,2,341
7626,598,1,1,19,3,150348.37,1,1,1,173784.04,0,0,2,4,460
7627,822,1,0,46,3,115074.02,2,1,0,26249.86,0,0,4,3,649
7628,670,3,0,40,3,0,1,1,1,182650.15,0,0,5,3,270
7629,850,2,1,28,8,99986.98,1,1,0,196582.55,0,0,3,2,895
7630,723,1,0,68,3,110357,1,0,0,141977.54,1,1,1,2,761
7631,705,1,1,42,8,166685.92,2,1,1,55313.51,0,0,4,3,283
7632,677,3,1,40,7,95312.8,1,1,1,62944.75,0,0,1,1,978
7633,736,2,1,43,4,202443.47,1,1,0,72375.03,0,0,4,3,494
7634,661,1,0,47,0,109493.62,1,0,0,188324.01,1,1,4,3,761
7635,501,1,1,38,9,88977.39,2,0,1,133403.07,0,0,5,3,522
7636,516,2,0,29,2,104982.57,1,1,0,157378.5,0,0,4,3,649
7637,517,1,0,59,8,154110.99,2,1,0,101240.08,1,1,1,1,872
7638,766,2,1,32,6,185714.28,1,1,1,102502.5,0,0,5,3,807
7639,520,1,0,23,3,116022.53,2,1,1,37577.66,0,0,1,3,342
7640,541,2,1,46,6,0,2,1,1,83456.67,0,0,1,3,596
7641,790,1,0,34,2,164011.48,1,1,0,199420.41,0,0,1,1,275
7642,797,2,1,31,9,0,2,1,1,24748.89,0,0,1,2,874
7643,811,2,1,40,1,101514.89,1,1,1,121765,0,0,3,4,749
7644,722,3,0,32,4,0,2,1,1,113666.48,0,0,4,4,630
7645,675,2,1,28,9,0,1,1,0,134110.93,0,0,2,1,817
7646,660,1,1,39,9,134599.33,2,1,0,183095.87,0,0,4,2,575
7647,566,3,1,32,10,147511.26,1,1,1,159891.03,0,0,2,3,801
7648,768,2,1,25,0,78396.08,1,1,1,8316.19,0,0,5,1,495
7649,610,3,0,31,5,0,2,0,0,63736.36,0,0,2,2,416
7650,715,2,0,31,3,110581.29,1,1,1,94715.24,0,0,2,2,964
7651,750,1,1,42,8,151836.36,2,1,0,68695.38,0,0,5,3,769
7652,431,1,1,45,5,83624.55,2,0,0,36899.62,0,0,2,1,838
7653,704,2,1,24,2,148197.15,2,1,0,182775.08,0,0,1,2,871
7654,535,3,0,30,5,122924.75,1,0,0,62390.59,1,1,4,1,244
7655,614,2,0,38,4,72594,1,1,1,76042.48,0,0,2,4,689
7656,748,2,1,38,4,115221.36,1,0,1,70956.75,0,0,5,2,986
7657,492,1,1,51,8,117808.74,2,1,1,67311.12,0,0,3,3,263
7658,573,2,1,40,7,147754.68,1,1,1,110454.46,0,0,4,2,319
7659,706,3,0,53,3,0,3,0,0,88479.02,1,1,3,4,390
7660,680,2,1,31,10,113292.17,1,1,1,122639.73,0,0,3,3,714
7661,458,3,1,36,5,0,2,1,0,79723.78,0,0,3,4,428
7662,612,1,1,44,2,115163.38,1,1,1,97677.52,1,1,1,1,244
7663,809,1,1,50,10,118098.62,1,1,1,100720.02,1,1,4,1,833
7664,590,2,1,39,9,0,2,1,1,104730.52,0,0,5,2,474
7665,602,2,1,35,8,0,1,1,1,22499.29,0,0,2,1,615
7666,540,3,1,37,0,120825.7,1,1,0,28257.89,0,0,2,3,540
7667,494,2,1,25,6,0,2,0,1,109988.09,0,0,1,2,376
7668,797,2,1,29,1,0,1,0,1,149991.32,0,0,5,3,752
7669,526,1,1,61,6,133845.28,2,1,1,45180.8,0,0,1,3,592
7670,631,3,1,38,7,0,2,1,0,181605.85,0,0,3,1,290
7671,576,2,0,29,5,108541.04,1,1,1,126469.09,0,0,5,1,843
7672,405,2,1,39,10,0,1,1,0,160810.85,1,1,2,1,455
7673,555,2,1,30,1,0,2,0,0,88146.86,0,0,1,1,561
7674,750,3,0,37,2,113817.06,1,0,0,88333.74,0,0,5,1,998
7675,665,2,1,28,8,137300.23,1,1,0,90174.83,0,0,4,3,638
7676,640,3,1,37,5,158024.38,1,1,0,81298.09,0,0,1,3,749
7677,457,2,0,33,7,127837.54,1,0,1,60013.17,0,0,4,3,782
7678,695,2,1,36,4,161533,1,1,0,100940.91,0,0,2,3,749
7679,645,2,1,31,7,161171.7,2,1,0,12599.94,1,1,3,4,532
7680,647,3,1,32,9,80958.36,1,1,1,128590.73,0,0,4,3,540
7681,808,3,1,25,7,0,2,0,1,23180.37,0,0,4,3,387
7682,641,2,1,33,2,146193.6,2,1,1,55796.83,1,1,1,1,307
7683,700,3,1,29,8,0,2,0,1,152097.02,0,0,4,3,255
7684,660,1,1,26,4,115021.76,1,0,1,162443.05,0,0,1,3,573
7685,615,3,1,41,1,126773.43,1,1,1,55551.26,0,0,2,4,774
7686,705,1,0,40,3,92889.91,1,1,1,109496.69,0,0,1,2,451
7687,718,2,1,48,9,0,2,1,1,72105.63,0,0,2,1,573
7688,754,2,1,61,5,146622.35,1,1,1,41815.22,1,1,4,1,687
7689,713,1,1,45,4,131038.14,1,1,0,74005.04,1,1,2,3,495
7690,587,2,0,46,6,88820.29,1,0,0,70224.34,0,0,4,3,507
7691,569,3,1,31,1,115406.97,1,0,0,145528.22,0,0,2,3,992
7692,568,2,0,38,3,132951.92,1,0,1,124486.28,0,0,2,1,783
7693,634,1,1,74,5,108891.7,1,1,0,10078.02,0,0,5,1,246
7694,770,1,0,46,5,141788.63,2,0,0,164967.21,0,0,5,2,791
7695,676,3,0,64,4,116954.32,1,1,1,91149.48,0,0,2,3,855
7696,723,1,0,47,10,90450,2,0,0,103379.31,1,1,5,3,244
7697,614,1,0,39,8,125997.22,1,1,1,128049.34,1,1,5,1,817
7698,601,3,0,41,3,0,2,1,0,54342.83,0,0,5,2,560
7699,592,2,1,60,9,0,4,1,1,13614.01,1,1,5,3,803
7700,605,3,0,36,9,0,2,0,1,35521.63,0,0,2,1,825
7701,752,3,0,31,4,144637.86,2,1,0,40496.72,0,0,1,1,383
7702,677,2,0,29,3,86616.35,1,0,0,91903.9,1,1,5,1,589
7703,850,2,1,31,8,0,2,1,0,178667.7,0,0,4,3,541
7704,608,1,0,48,2,127924.25,2,1,0,32202.61,0,0,1,1,794
7705,786,3,0,34,9,0,2,1,0,117034.32,0,0,4,4,472
7706,777,2,0,29,9,131240.61,1,1,1,163746.09,1,1,2,3,567
7707,667,3,1,31,5,0,2,1,1,20346.69,0,0,4,2,823
7708,848,3,1,35,5,120046.74,2,1,0,84710.65,0,0,5,3,644
7709,486,2,0,39,8,97819.36,1,0,1,120531.31,0,0,3,2,408
7710,598,3,0,64,1,62979.93,1,1,1,152273.57,0,0,5,3,291
7711,506,2,0,40,3,0,1,1,1,144345.58,0,0,1,2,479
7712,612,1,1,46,9,161450.03,1,1,1,96961,1,1,2,2,882
7713,545,2,1,30,3,0,2,1,0,170307.43,0,0,4,2,396
7714,793,2,1,56,8,119496.25,2,1,0,29880.99,0,0,2,4,458
7715,682,2,0,30,9,0,2,1,1,195104.91,0,0,2,2,874
7716,517,2,1,62,1,43772.66,3,1,0,187756.24,1,1,1,4,590
7717,684,2,1,32,9,100249.41,2,0,1,67599.69,0,0,2,4,702
7718,692,3,1,46,2,0,2,1,1,105983.09,0,0,1,2,345
7719,740,2,0,60,5,108028.08,2,0,0,25980.42,1,1,5,3,922
7720,666,1,1,71,1,53013.29,2,1,1,112222.64,0,0,1,3,419
7721,693,2,1,68,2,0,2,1,1,59864.96,0,0,3,2,290
7722,757,1,1,33,1,122088.67,1,1,0,42581.09,0,0,2,1,419
7723,684,1,1,18,9,90544,1,0,1,4777.23,0,0,3,2,300
7724,691,3,1,35,6,0,2,0,1,178038.17,0,0,4,3,686
7725,842,2,1,44,3,141252.18,4,0,1,128521.16,1,1,5,2,741
7726,482,2,0,35,5,147813.05,2,0,0,109029.72,0,0,2,4,945
7727,735,2,1,55,6,134140.68,1,1,0,2267.88,0,0,4,1,425
7728,681,2,0,63,7,0,2,1,1,55054.48,0,0,1,2,665
7729,616,2,0,31,8,0,1,0,1,76456.17,0,0,5,4,675
7730,850,2,0,35,2,128548.49,4,1,0,75478.95,1,1,3,2,507
7731,635,2,1,43,10,122198.21,2,0,1,179144.54,0,0,4,1,704
7732,638,1,1,42,8,145177.84,1,1,0,193471.74,1,1,4,2,798
7733,820,3,0,31,2,94222.53,1,1,0,103570.8,0,0,1,2,947
7734,694,1,0,58,1,143212.22,1,0,0,102628.56,1,1,4,1,323
7735,713,2,1,41,3,0,2,1,0,55772.04,0,0,3,2,443
7736,543,1,1,41,6,143350.41,1,1,1,192070.16,1,1,4,1,592
7737,649,2,0,41,3,130931.83,1,1,1,144808.37,0,0,1,2,457
7738,777,2,0,30,4,137851.31,1,1,0,5008.23,1,1,5,1,349
7739,561,2,1,33,6,0,2,0,0,173680.39,0,0,3,1,220
7740,724,3,1,41,5,0,1,0,1,115753.94,0,0,5,1,540
7741,665,3,0,51,8,0,1,1,1,38928.48,1,1,2,1,317
7742,441,2,1,60,1,140614.15,1,0,1,174381.23,0,0,4,4,227
7743,579,3,1,22,3,118680.57,1,1,1,49829.8,0,0,5,4,433
7744,777,1,1,35,7,122917.69,1,1,1,76169.68,0,0,2,1,624
7745,739,2,0,36,0,0,2,0,0,133465.57,0,0,2,3,323
7746,660,2,1,40,5,131754.11,2,1,1,38761.61,0,0,4,3,560
7747,554,2,0,35,8,0,2,1,1,176779.46,0,0,4,4,398
7748,850,2,0,24,6,0,2,1,1,13159.9,0,0,3,1,899
7749,842,1,0,35,9,119948.09,1,1,0,48217.97,1,1,4,2,732
7750,785,2,0,38,1,0,1,1,0,134964.85,1,1,3,1,526
7751,550,2,1,25,0,0,2,1,1,184221.11,0,0,5,2,499
7752,750,3,0,39,6,0,2,0,0,19264.33,0,0,5,2,940
7753,490,3,0,38,3,97266.1,1,1,1,92797.23,0,0,4,1,762
7754,605,1,1,28,10,113690.83,1,1,0,33114.24,0,0,5,1,943
7755,563,3,0,42,6,99056.22,2,1,0,154347.95,1,1,4,4,670
7756,675,2,1,34,8,0,2,1,1,184842.21,0,0,2,3,977
7757,621,3,0,36,7,116338.68,1,1,1,155743.48,0,0,2,4,280
7758,850,2,1,40,6,97339.99,1,0,1,88815.25,0,0,1,3,756
7759,711,2,1,41,3,0,2,1,1,193747.57,0,0,4,3,876
7760,549,1,0,55,1,137592.31,2,0,1,116548.02,1,1,4,2,319
7761,764,1,1,34,6,108760.27,2,1,0,166324.79,1,1,3,3,665
7762,627,1,1,30,3,128770.88,2,1,1,40199.01,0,0,5,3,315
7763,850,2,0,34,2,0,2,0,0,51919.04,0,0,4,1,506
7764,614,3,0,36,1,44054.84,1,1,1,73329.08,0,0,4,4,869
7765,685,1,0,44,2,119657.53,1,1,0,145387.05,1,1,4,1,646
7766,683,1,0,49,7,108797.63,2,0,0,140763.18,0,0,3,4,820
7767,643,3,1,35,2,0,2,0,0,67979.35,0,0,1,2,538
7768,561,1,0,49,1,102025.32,1,1,0,133051.64,1,1,1,1,994
7769,601,3,0,20,9,122446.61,2,1,0,86791.9,0,0,3,2,605
7770,766,2,0,27,7,158786.67,2,0,1,47579.25,0,0,3,3,711
7771,699,2,1,29,3,125689.29,1,1,1,151623.71,0,0,1,1,503
7772,850,1,1,29,1,154640.41,1,1,1,164039.51,0,0,4,1,838
7773,792,1,0,50,4,146710.76,1,1,0,16528.4,1,1,4,3,895
7774,636,1,1,67,7,136709.35,1,0,1,66753.1,1,1,5,2,756
7775,850,1,1,43,5,129305.09,2,0,1,19244.58,0,0,4,2,615
7776,628,3,1,40,10,0,2,1,0,103832.58,0,0,2,4,401
7777,736,2,0,63,10,0,2,0,1,502.7,0,0,4,4,663
7778,711,2,0,21,0,82844.33,2,0,1,1408.68,0,0,1,4,310
7779,583,3,0,22,2,0,2,0,1,5985.36,0,0,5,1,307
7780,757,2,1,46,0,0,2,1,0,37460.05,0,0,5,1,748
7781,749,1,0,33,10,76692.22,1,0,1,30396.43,0,0,3,4,567
7782,705,2,1,34,7,117715.84,1,1,0,2498.67,0,0,5,2,408
7783,585,2,1,54,8,87105.32,1,1,1,55346.14,0,0,2,1,302
7784,437,2,0,43,6,0,1,1,0,148330.97,1,1,1,1,692
7785,741,2,0,64,2,69311.16,1,1,1,59237.72,0,0,1,3,384
7786,738,2,1,26,9,0,2,1,1,48644.94,0,0,1,2,524
7787,586,3,0,33,10,66948.67,2,1,1,140759.03,0,0,1,4,825
7788,627,2,0,57,9,0,2,1,1,107712.42,0,0,2,2,333
7789,551,3,1,76,2,128410.71,2,1,1,181718.73,0,0,1,4,716
7790,606,1,1,38,3,99897.53,1,0,0,37054.65,0,0,5,2,226
7791,674,2,1,22,3,0,1,1,1,173940.59,0,0,4,2,269
7792,584,1,0,31,6,152622.34,1,1,0,99298.8,0,0,5,1,445
7793,590,2,1,40,8,0,2,1,0,62933.03,0,0,4,3,741
7794,585,2,1,56,4,138227.19,2,1,1,55287.84,0,0,4,3,708
7795,508,2,0,25,2,111395.53,1,0,1,48197.06,0,0,5,2,337
7796,458,1,1,44,7,84386.57,1,1,0,178642.73,0,0,5,1,466
7797,692,2,0,36,3,0,2,1,1,8282.22,0,0,5,4,767
7798,502,1,1,33,5,174673.65,2,1,0,33300.56,0,0,5,1,419
7799,518,2,1,46,3,0,2,1,0,76515.79,0,0,2,2,583
7800,660,1,1,46,5,109019.65,2,1,1,33680.56,0,0,3,4,603
7801,698,1,0,52,1,107906.75,1,1,0,168886.39,1,1,4,3,866
7802,678,2,1,54,7,128914.97,1,0,0,191746.23,1,1,2,4,323
7803,773,3,1,63,9,111179.83,1,1,1,93091.02,0,0,4,1,960
7804,619,1,0,52,8,124099.13,1,0,0,23904.52,0,0,1,4,621
7805,684,1,1,59,9,122471.09,1,0,1,15807.07,0,0,3,2,605
7806,635,2,1,34,3,134692.4,2,1,1,83773.02,0,0,4,2,246
7807,680,2,0,25,4,123816.5,1,1,1,90162.35,0,0,2,3,546
7808,608,1,1,34,3,106288.54,1,1,1,36639.25,0,0,3,4,388
7809,603,1,0,55,7,127723.25,2,1,0,139469.11,1,1,4,4,301
7810,579,3,1,43,2,145843.82,1,1,1,198402.37,1,1,2,3,783
7811,756,1,0,34,2,148200.72,1,0,0,194584.48,0,0,3,4,851
7812,611,2,1,30,2,104145.65,1,0,0,159629.64,0,0,2,4,741
7813,532,1,1,24,8,142755.25,1,0,0,34231.48,0,0,1,1,699
7814,684,1,0,63,3,81245.79,1,1,0,69643.31,1,1,2,2,870
7815,647,1,0,33,3,168560.46,2,0,0,90270.16,0,0,2,1,226
7816,583,2,1,38,8,0,1,1,0,47848.56,0,0,1,2,414
7817,774,1,1,42,2,132193.94,2,1,1,162865.52,0,0,1,4,851
7818,677,2,1,58,9,0,1,0,1,168650.4,0,0,5,3,817
7819,542,1,1,25,8,139330.1,1,0,0,54372.37,0,0,4,1,629
7820,613,3,1,29,0,0,2,0,1,133897.32,0,0,5,4,291
7821,666,2,1,40,5,0,2,1,0,147878.05,0,0,2,2,608
7822,777,2,0,28,2,134571.5,1,0,1,118313.38,0,0,2,1,543
7823,581,1,1,50,2,143829.2,2,1,0,181224.24,1,1,5,1,805
7824,705,2,1,32,7,0,2,1,0,7921.57,0,0,3,1,425
7825,673,2,0,44,8,133444.97,1,0,1,5708.19,0,0,4,2,276
7826,594,1,0,23,4,104753.84,2,1,0,56756.52,1,1,3,2,729
7827,648,1,0,51,2,116574.84,1,1,0,4121.04,1,1,1,2,244
7828,605,2,1,41,10,0,2,0,1,97213.09,0,0,5,1,411
7829,734,2,0,40,9,176914.8,1,1,1,12799.23,0,0,4,2,720
7830,572,2,0,36,8,68348.18,2,0,1,50400.32,0,0,1,4,984
7831,595,2,0,33,9,0,2,1,1,41447.86,0,0,5,2,706
7832,749,2,1,42,2,56726.83,2,0,1,185543.35,0,0,2,4,937
7833,573,3,1,46,3,65269.23,1,0,1,189988.65,1,1,4,3,521
7834,624,3,1,33,6,66220.17,1,0,1,170819.01,0,0,5,3,413
7835,703,2,1,56,9,0,1,0,0,85547.33,1,1,3,4,623
7836,665,2,0,41,8,96147.55,1,1,0,137037.97,0,0,3,2,280
7837,648,2,1,42,4,0,2,1,0,19283.14,0,0,2,3,759
7838,850,3,1,48,2,0,1,1,0,169425.3,1,1,1,3,761
7839,569,1,0,32,8,145330.43,1,1,1,132038.65,0,0,2,2,379
7840,566,2,0,21,3,0,2,1,1,3626.47,0,0,4,1,541
7841,537,1,0,47,4,124192.28,2,1,1,50881.51,0,0,5,4,666
7842,706,1,0,46,7,111288.18,1,1,1,149170.25,1,1,2,1,862
7843,734,2,1,43,7,107805.67,1,0,0,182505.68,0,0,2,1,327
7844,586,1,0,36,5,103700.69,1,1,0,194072.56,1,1,1,2,791
7845,612,2,0,38,1,0,2,1,1,9209.21,0,0,2,4,673
7846,648,2,1,34,0,0,1,1,1,167931.81,0,0,1,2,445
7847,557,2,0,27,3,87739.08,1,1,1,123096.56,0,0,2,4,490
7848,643,3,0,20,0,133313.34,1,1,1,3965.69,0,0,2,1,948
7849,433,2,0,49,10,0,1,1,1,87711.61,0,0,1,2,682
7850,643,1,1,41,7,154902.66,1,1,1,49667.28,0,0,3,2,654
7851,488,2,0,36,0,0,2,1,0,136675.22,0,0,2,4,798
7852,758,1,1,68,6,112595.85,1,1,0,35865.44,1,1,4,3,843
7853,743,1,1,39,3,119695.75,1,0,1,26136.13,0,0,4,3,837
7854,730,2,0,47,7,0,1,1,0,33373.26,1,1,2,2,504
7855,746,3,1,49,7,0,2,0,1,10096.25,0,0,3,1,479
7856,666,1,0,59,8,152614.51,2,1,1,188782.3,0,0,1,1,656
7857,580,1,0,33,7,131647.01,2,0,0,79775.19,0,0,2,2,769
7858,850,2,1,27,6,96654.72,2,0,0,152740.16,0,0,2,2,613
7859,563,2,1,22,3,137583.04,1,0,1,5791.85,0,0,2,4,628
7860,766,1,0,28,3,62717.84,2,1,1,13182.43,0,0,1,3,808
7861,659,2,1,32,9,95377.13,1,0,1,187551.24,0,0,2,4,846
7862,607,3,1,28,1,135936.1,2,1,1,110560.14,0,0,2,4,571
7863,644,1,1,35,5,161591.11,3,1,1,63795.62,0,0,4,2,712
7864,746,2,1,47,8,142382.03,1,1,1,62086.62,0,0,3,2,681
7865,588,3,1,33,2,0,2,1,1,12483.56,0,0,1,2,469
7866,691,3,1,30,9,0,2,0,1,10963.04,0,0,1,2,269
7867,666,2,0,38,6,127043.09,1,1,1,8247,0,0,3,1,965
7868,640,3,0,46,3,0,1,1,1,156260.08,0,0,1,3,777
7869,611,1,0,29,4,78885.88,2,1,1,26927.69,0,0,3,4,914
7870,651,3,0,45,8,95922.9,1,1,0,84782.42,1,1,2,3,591
7871,529,2,0,29,8,0,2,1,0,19842.11,0,0,3,4,476
7872,676,2,0,36,3,91711.59,1,1,1,95393.43,0,0,5,2,270
7873,639,1,0,46,10,110031.09,2,1,1,133995.59,0,0,5,4,661
7874,782,2,1,36,5,81210.72,2,0,1,108003.38,0,0,2,4,942
7875,641,1,1,32,5,122947.92,1,1,1,99154.86,0,0,1,4,977
